FPS: 	19.7582
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-26.9134	15.6479
-7.33673	0.017044
-13.2363	3.44113
-1.07195	3.41478
3.87499	-0.786026
0.42807	-0.773595
13.4844	-2.03413
11.569	-1.89453
7.0777	-2.6336
10.6983	-5.41475
9.05169	-5.68613
5.44018	-3.50082
6.10786	-2.5597
6.2134	-0.621605
6.84218	1.02792
4.42028	4.22048
3.10282	4.5947
1.99829	6.18933
2.02429	4.98866
2.45704	4.5934
1.59846	0.35295
1.01186	0.0125418
0.490181	0.494115
1.56529	3.95299
2.3097	5.8093
1.07849	3.65844
0.269456	4.93893
-0.143861	0.326342
0.0200991	-1.03807
0.14746	-2.06577
-0.376558	-3.08874
-1.02701	-3.28743
-2.86527	-3.19773
-4.67051	-0.281556
-4.14321	-0.353348
-11.1577	-1.9008
-11.1137	-1.54665
-1.39996	-1.89303
-14.6718	-2.34654
-7.67761	-4.20717
-5.93253	-2.75281
-16.8335	-6.40426
-17.7191	-9.50497
-5.26185	-6.21932
-6.55596	-9.68687
-5.5608	-10.5378
-14.2553	-7.63109
-6.75016	-14.0076
2.74591	0.867124
3.08437	6.26655
5.03512	7.39647
-0.746474	6.31806
10.2046	5.16008
12.4727	3.44748
10.9734	-0.232525
9.23186	-1.49626
8.33091	-1.8954
6.24177	-1.75893
5.97539	-1.7298
7.5123	-1.79976
3.93467	-1.54137
4.00397	0.252602
3.04006	0.697364
10.375	1.35599
11.5346	1.1761
6.12926	1.52611
7.44327	-0.436365
6.69476	-1.59567
5.54279	-0.795299
7.77778	-0.0790355
3.74819	1.43896
5.02708	4.93143
2.33289	3.90124
1.6525	4.4377
0.771802	7.96056
-3.11307	6.58761
-3.50655	2.90568
-6.92344	1.38723
-4.219	-0.561723
-4.9412	-1.90318
-6.62674	-2.38205
-5.8736	-1.55418
-7.43129	-3.25522
-3.83628	-1.39662
-8.18174	-5.56201
-7.1825	-4.33014
-8.78077	-3.29663
-10.0084	-2.41723
-6.25452	-1.05673
-11.4085	-1.43174
-12.4995	-2.04293
-12.4867	-2.25188
-7.55377	0.42926
-12.1769	2.74764
-12.2228	2.38411
-10.2206	6.78391
-7.01916	3.54908
-7.33979	5.67686
4.26882	-3.32971
3.7049	-3.02442
6.63883	-6.67281
5.49275	0.4741
5.9816	2.27972
8.14323	2.62338
5.24153	-1.63277
6.89746	-1.12722
5.3043	-1.52787
5.74984	1.6438
4.95451	4.83925
5.00769	6.28022
5.49359	6.63631
3.57494	4.35591
4.03022	2.95706
2.02018	1.69556
10.0629	0.41544
7.0741	-0.780758
6.9811	-2.3072
4.27364	-1.69495
6.47899	-0.926392
4.47851	0.712922
4.90783	3.68128
2.1019	5.08714
-1.01851	1.52697
-4.13661	-0.628131
-0.663971	-2.06536
-2.02103	-4.0731
-1.67934	-1.21135
-3.70342	-1.64318
-3.46292	-1.17387
-3.82881	-2.18229
-4.54242	-3.48411
-5.68723	-2.82562
-5.67766	-2.90388
-3.81963	-1.98411
-6.60016	-1.12028
-3.92285	-0.821202
-11.3003	1.11867
-7.62015	1.96689
-5.49601	-3.34502
-6.22772	-0.525135
-10.1664	7.60156
-3.40858	-4.16405
-2.36686	-3.67231
1.10084	-13.1936
-3.04884	-11.5366
-2.52196	-3.86324
-23.3491	-27.4301
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
