FPS: 	8.75565
-0.517809	0.88383
9.9614	11.039
-0.106578	1.1819
10.0968	11.0446
-0.0853814	-0.215169
0.0186996	-0.140871
-0.0156962	-0.0697648
0.145569	0.148423
-0.0188726	0.307565
0.0209822	0.202772
-0.00550426	0.0655568
-0.0474299	-0.112197
-0.113992	-0.303662
0.0424423	-0.125015
0.0701853	0.0253202
0.0217667	0.190402
-0.0849889	0.247781
-0.00544085	0.249728
-0.187995	-0.319019
-0.0791083	-0.22927
0.0526672	0.0262344
0.156991	0.104385
0.0305206	0.213885
-0.020591	0.342827
-0.124287	0.0984794
-0.0456475	-0.235472
0.0248032	-0.271499
0.215155	0.0572323
0.00231594	0.171384
-0.00478587	0.318948
-0.161997	0.238419
-0.00945106	-0.0669959
-0.0292664	-0.28048
0.0455789	-0.184295
0.0915426	0.0732787
0.107746	0.400512
-0.0500031	0.184695
-0.212221	0.0317232
-0.123114	-0.0271215
-0.018219	-0.223885
0.155484	-0.07116
0.0772832	0.270192
-0.0316947	0.285454
-0.0943576	0.179263
-0.217487	-0.225865
-0.0599121	-0.242343
0.103787	-0.22079
0.0147858	0.0851325
0.136533	0.211617
-0.103444	0.199414
-0.16012	0.128955
-0.182227	-0.292048
-0.026087	-0.322815
-0.00030009	-0.129978
0.0350138	0.181444
0.00140127	0.157668
0.0395126	0.211856
-0.276669	0.00419405
-0.105466	-0.357975
-0.0365631	-0.309911
-0.00243586	0.0317256
-0.0931222	0.10961
-0.188826	0.245095
-0.183546	0.178778
-0.181206	-0.162482
-0.272451	-0.491995
-0.111873	-0.32977
-0.439528	-0.431025
-0.89299	-0.99709
-1.49228	-1.019
-3.80683	-1.69922
-19.8595	-19.176
0	0
0	0
0	0
0	0
2.80014	1.49686
0	0
1.58136	-2.34656
0	0
0	0
-2.93634	-94.4413
0	0
0	0
5.19683	8.71776
13.2031	10.1748
18.3287	12.0156
18.7408	17.2725
15.0596	19.8584
10.691	23.748
5.0856	27.7794
1.7016	32.1402
1.21575	22.1291
5.83465	12.6872
16.269	8.78605
19.1091	14.0473
24.9073	21.1571
32.6433	27.6968
41.3361	30.4104
39.3628	23.6762
41.9074	23.8556
40.292	19.4989
38.2772	15.0669
36.0701	13.1421
37.3924	10.7928
31.4186	11.9564
29.7913	14.0801
31.8828	9.14419
29.2656	1.41785
25.9364	4.9887
21.2838	8.39578
19.141	8.30133
17.7769	8.17863
